영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Svolvaer Helle Airport,헬레 공항,SVJ,ENSH,유럽,Norway,노르웨이,Svolvaer
Swan River Airport,스원 리버 공항,ZJN,CZJN,북미,Canada,캐나다,Swan River
Swansea Airport,페어우드 커몬 공항,SWS,EGFH,유럽,United Kingdom,영국,Swansea
Sydney Kingsford Smith Airport,킹스포트 스미스 공항 ,SYD,YSSY,대양주,Australia,오스트레일리아,Sydney
JA Douglas McCurdy Sydney Airport,시드니 공항,YQY,CYQY,북미,Canada,캐나다,Sydney
Syktyvkar Airport,식티프카르 공항,SCW,UUYY,유럽,Russian Federation,러시아,Syktyvkar
Sylhet Osmani International Airport,오스마니 국제공항 ,ZYL,VGSY,아시아,Bangladesh,방글라데시,Sylhet
Syracuse Hancock International Airport,핸콕 국제공항,SYR,KSYR,북미,United States of America,미국,Syracuse
Syros Island Dimitrios Vikelas Airport,드미트리오스 비켈라스 공항 ,JSY,LGSO,유럽,Greece,그리스,Syros ( Siros )
Szczecin Goleniow Airport,골레니요 공항,SZZ,EPSC,유럽,Poland,폴란드,Szczecin
Olsztyn-Mazury Airport,시트노 사미니 국제공항,SZY,EPSY,유럽,Poland,폴란드,Szczytno
Tambelan Airport,탐벨란 공항,TBX,,아시아,Indonesia,인도네시아,Taabo
Taba International Airport,타바 국제공항,TCP,HETB,아프리카,Egypt,이집트,Taba
Tabarka Ain Draham Airport,타바카 7 노벰버 공항,TBJ,DTKA,아프리카,Tunisia,튀니지,Tabarka
Tabas Airport,터바스 공항,TCX,OIMT,중동,Iran,이란,Tabas
Tabatinga Airport,타바팅가 국제공항,TBT,SBTT,중남미,Brazil,브라질,Tabatinga
Tabiteuea North Airport,타비투아노스 공항,TBF,NGTE,대양주,Kiribati,키리바시,Tabiteuea North
Tabiteuea South Airport,타비투아사우스 공항,TSU,NGTS,대양주,Kiribati,키리바시,Tabiteuea South
Tugdan Airport,타블라스 공항,TBH,RPVU,아시아,Philippines,필리핀,Tablas
Tabora Airport,타보라 공항,TBO,HTTB,아프리카,Tanzania,탄자니아,Tabora
Tabriz Airport,타브리즈 국제공항,TBZ,OITT,중동,Iran,이란,Tabriz
Tabubil Airport,타부빌 공항,TBG,AYTB,대양주,Papua New Guinea,파푸아뉴기니,Tabubil
Tabuk Airport,타부크 공항,TUU,OETB,중동,Saudi Arabia,사우디아라비아,Tabuk
Tachilek Airport,타칠렉 공항,THL,,아시아,Myanmar,버마,Tachilek
Tacloban Daniel Z Romualdez Airport,타클로반 다니엘 Z 로무알데즈 공항,TAC,RPVA,아시아,Philippines,필리핀,Tacloban
Tacna Airport,카피탄 FAP 카를로스 치리아니 산타 로사 공항,TCQ,SPTN,중남미,Peru,페루,Tacna
Tacoma McChord AFB Airport,매코드 공군기지,TCM,,북미,United States of America,미국,Tacoma
Tacoma Narrows Airport,터코마 내로우즈 공항,TIW,KTIW,북미,United States of America,미국,Tacoma
Tadoule Lake Airport,테두울 레이크 공항,XTL,,북미,Canada,캐나다,Tadoule Lake
Taganrog Airport,타간로그 공항,TGK,,유럽,Russian Federation,러시아,Taganrog
Tagbilaran Airport,탁빌라란 공항,TAG,RPSP,아시아,Philippines,필리핀,Tagbilaran City
Tahoua Airport,타우아 공항,THZ,DRRT,아프리카,Niger,니제르,Tahoua
Taichung International Airport,타이중 공항,RMQ,RCMQ,아시아,Taiwan,대만,Taichung
Taif International Airport,타이프 지역공항,TIF,OETF,중동,Saudi Arabia,사우디아라비아,Taif
Tainan Airport,타이난 공항,TNN,RCNN,아시아,Taiwan,대만,Tainan
Taiwan Taoyuan International Airport,타이완 타오유완 국제공항  ,TPE,RCTP,아시아,Taiwan,대만,Taipei
Taipei Songshan Airport,타이베이 송산 공항,TSA,RCSS,아시아,Taiwan,대만,Taipei
Taitung Airport,대동 공항,TTT,RCFN,아시아,Taiwan,대만,Taitung
Taiyuan Wusu International Airport,타이위안 우수 공항,TYN,ZBYN,아시아,China,중국,Taiyuan
Taiz Al Janad Airport,알 자나드 공항,TAI,,중동,Yemen,예멘,Taiz
Yangzhou Taizhou Airport,양주 타이저우 공항,YTY,ZSYA,아시아,China,중국,Taizhou
Toyooka Tajima Airport,타지마 공항,TJH,RJBT,아시아,Japan,일본,Tajima
Tak Airport,탁 공항,TKT,VTPT,아시아,Thailand,태국,Tak
Takaka Airport,타카타 비행장,KTF,,대양주,New Zealand,뉴질랜드,Takaka
Takapoto Airport,타카포토 공항,TKP,NTGT,대양주,French Polynesia,프랑스령폴리네시아,Takapoto
Takaroa Airport,타카로아 공항,TKX,NTKR,대양주,French Polynesia,프랑스령폴리네시아,Takaroa
Takoradi Airport,타코라디 공항,TKD,DGTK,아프리카,Ghana,가나,Takoradi
Takotna Airport,다코타 공항,TCT,,북미,United States of America,미국,Takotna
Takume Airport,타쿠메 공항,TJN,,대양주,French Polynesia,프랑스령폴리네시아,Takume
Talara Airport,카피탄 FAP 빅토르 몬테즈 아리아스 공항,TYL,SPYL,중남미,Peru,페루,Talara
Talca Airport,팡귈레모 공항,TLX,,중남미,Chile,칠레,Talca
Taldykorgan Airport,탈디코간 공항,TDK,UAAT,아시아,Kazakhstan,카자흐스탄,Taldy Kurgan
Talakan Airport,탈라칸 공항,TLK,UECT,유럽,Russian Federation,러시아,Talknafjorður
Tallahassee International Airport,탤러해시 지역공항,TLH,KTLH,북미,United States of America,미국,Tallahassee
Tallinn Lennart Meri Airport,레나르 메리 탈린 공항  ,TLL,EETN,유럽,Estonia,에스토니아,Tallinn
Taloyoak Airport,탈로요크 공항,YYH,CYYH,북미,Canada,캐나다,Taloyoak
Fukushima Airport,후쿠시마 공항,FKS,RJSF,아시아,Japan,일본,Tamakawa
Tamale Airport,타말레 공항,TML,DGLE,아프리카,Ghana,가나,Tamale
Tamana Airport,타마나 공항,TMN,NGTM,대양주,Kiribati,키리바시,Tamana
Tamenghest Aguenar Airport,타만라셋 공항,TMR,DAAT,아프리카,Algeria,알제리,Tamanrasset
Tamarindo Airport,다마린도 공항,TNO,,중남미,Costa Rica,코스타리카,Tamarindo
Tambacounda Airport,탐부컨다 공항,TUD,,아프리카,Senegal,세네갈,Tambacounda
Tambolaka Airport,탐볼라카 공항,TMC,WATK,아시아,Indonesia,인도네시아,Tambolaka
Tambov Donskoye Airport,탐보브 도스코예 공항,TBW,UUOT,유럽,Russian Federation,러시아,Tambov
Tame Airport,테임 공항,TME,SKTM,중남미,Colombia,콜롬비아,Tame
Chu Lai International Airport,쿨라이 공항,VCL,VVCA,아시아,Vietnam,베트남,Tamky
Tampa St Pete-Clearwater International Airport,세인트 피터스버그 국제공항,PIE,KPIE,북미,United States of America,미국,Tampa
Tampa International Airport,탬파 국제공항,TPA,KTPA,북미,United States of America,미국,Tampa
Tampere-Pirkkala Airport,탐페레 피칼라 공항,TMP,EFTP,유럽,Finland,핀란드,Tampere / Pirkkala
Tampico Gen F Javier Mina Airport,제너랄 F. 자비에 미나 공항  ,TAM,MMTM,중남미,Mexico,멕시코,Tampico
Tamuin National Airport,타무이누 국립공항,TSL,MMTN,중남미,Mexico,멕시코,Tamuin
Tamworth Airport,탬워스 공항,TMW,YSTW,대양주,Australia,오스트레일리아,Tamworth
Tan-Tan Plage Blanche Airport,플라지 블랑슈 공항,TTA,GMAT,아프리카,Morocco,모로코,Tan Tan
Tanahmerah,타나메라 공항,TMH,WAKT,아시아,Indonesia,인도네시아,Tanah Merah
Tanana Ralph Calhoun Airport,랄프 M. 칼훈 미모리얼 공항,TAL,,북미,United States of America,미국,Tanana
Tandag Airport,탄다그 공항,TDG,RPWW,아시아,Philippines,필리핀,Tandag
Tanegashima Airport,다네가시마  공항,TNE,RJFG,아시아,Japan,일본,Tanegashima
Tanga Airport,탕가 공항,TGT,HTTG,아프리카,Tanzania,탄자니아,Tanga
Tangara da Serra Airport,탕가라 다 세라 공항,TGQ,SWTS,중남미,Brazil,브라질,Tangara Da Serra
Tangier Ibn Batouta Airport,뷰카이프 / 탕게르 공항,TNG,GMTT,아프리카,Morocco,모로코,Tanger
Tangshan Sannuhe Airport,당산 산누허 공항,TVS,ZBTS,아시아,China,중국,Tangshan
Tanjung Balai Sei Bati Airport,순자이 바티 공항,TJB,WIBT,아시아,Indonesia,인도네시아,Tanjung Balai
Tanjung Manis Airport,탄중 마니스 공항,TGC,WBGT,아시아,Malaysia,말레이시아,Tanjung Manis
Tanjung Pandan Hanandjoeddin Airport,부루툼방 공항,TJQ,WIOD,아시아,Indonesia,인도네시아,Tanjung Pandan
Tanjung Pinang Raja Haji Fisabilillah Airport,키쟝 공항,TNJ,WIDN,아시아,Indonesia,인도네시아,Tanjung Pinang
Berau Kalimarau Airport,베라우 칼리마라우 공항,BEJ,WAQT,아시아,Indonesia,인도네시아,Tanjung Redep-Borneo Island
Tanjung Warukin Airport,탄중와루킨 공항,TJG,WRBN,아시아,Indonesia,인도네시아,Tanjung Selor
Tanjung Selor Airport,와루킨 공항,TJS,WALG,아시아,Indonesia,인도네시아,Tanjung Selor
Whitegrass Airport,화이트 그래스 공항,TAH,NVVW,대양주,Vanuatu,바누아투,Tanna
Taos Regional Airport,타오스 지역공항,TSM,KSKX,북미,United States of America,미국,Taos
Tapachula International Airport,타파출라 국제공항,TAP,MMTP,중남미,Mexico,멕시코,Tapachula
Tapini Airport,타피니 공항,TPI,,대양주,Papua New Guinea,파푸아뉴기니,Tapini
Taplejung Airport,타플정 공항,TPJ,VNTJ,아시아,Nepal,네팔,Taplejung
Tarakan Juwata Airport,자와타 공항,TRK,WALR,아시아,Indonesia,인도네시아,Tarakan
Tarama Island Airport,타라마 공항,TRA,RORT,아시아,Japan,일본,Tarama
Taranto-Grottaglie (Marcello Arlotta) Airport,타란토 그로타글리에 마르셀로 아를로타 공항 ,TAR,LIBG,유럽,Italy,이탈리아,Taranto
Tarapaca Airport,타라파카 공항,TCD,,중남미,Colombia,콜롬비아,Tarapaca
Tarapoa Airport,타라포아 공항,TPC,,중남미,Ecuador,에콰도르,Tarapoa
Tarapoto Airport,코만단테 FAP 길레르모 델 카스틸로 페레데 공항,TPP,SPST,중남미,Peru,페루,Tarapoto
Tarawa Bonriki Airport,본리키 국제공항,TRW,NGTA,대양주,Kiribati,키리바시,Tarawa
Taraz Airport,타라즈 공항,DMB,UADD,아시아,Kazakhstan,카자흐스탄,Taraz
Taree Airport,타리 공항,TRO,YTRE,대양주,Australia,오스트레일리아,Taree
Tari Airport,타리 공항,TIZ,,대양주,Papua New Guinea,파푸아뉴기니,Tari
Tarija Airport,캡튼 오리엘 리아 플라자 공항,TJA,SLTJ,중남미,Bolivia,볼리비아,Tarija
Tarko-Sale Airport,타르코-세일 공항,TQL,,유럽,Russian Federation,러시아,Tarko-Sale
Taroom Airport,타룸 공항,XTO,YTAM,대양주,Australia,오스트레일리아,Taroom
Tartagal Airport,제네랄 엔리케 모스코니 공항,TTG,SAST,중남미,Argentina,아르헨티나,Tartagal
Tartu Ulenurme Airport,율레뉘메 공항 ,TAY,EETU,유럽,Estonia,에스토니아,Tartu
Yonphula Airport,욘풀라 공항,YON,VQTY,아시아,Bhutan,부탄,Tashigang
Ivanovo Yuzhny Airport,유즈니 공항,IWA,UUBI,유럽,Russian Federation,러시아,Tashkent
Tashkent Islam Karimov International Airport,타슈켄트 국제 공항,TAS,UTTT,아시아,Uzbekistan,우즈베키스탄,Tashkent
Karimunjawa Dewadaru Airport,카리문자와 데바다루 공항,KWB,WICM,아시아,Indonesia,인도네시아,Tasikmalaya
Tasikmalaya Cibeureum Airport,치베레움 공항,TSY,WICM,아시아,Indonesia,인도네시아,Tasikmalaya
Tasiujuaq Airport,투지우작 공항,YTQ,,북미,Canada,캐나다,Tasiujaq
Tatakoto Tuamoto  Airport,타타코토 공항,TKV,,대양주,French Polynesia,프랑스령폴리네시아,Tatakoto
Tatalina Air Force Station,타탈리나 LRRS,TLJ,,북미,United States of America,미국,Tatalina
Tatitlek Airport,타티틀렉 공항,TEK,PAKA,북미,United States of America,미국,Tatitlek
Poprad-Tatry Airport,포프라드 타트라 공항,TAT,LZTT,유럽,Slovakia,슬로바키아,Tatry
Taupo Airport,타우포 공항,TUO,NZAP,대양주,New Zealand,뉴질랜드,Taupo
Tauranga Airport,토랑가 공항,TRG,NZTG,대양주,New Zealand,뉴질랜드,Tauranga
Tawau Airport,타와무 국제공항,TWU,WBKW,아시아,Malaysia,말레이시아,Tawau
Taytay Sandoval CLR Airport,타이베이 산도발 CLR 공항,RZP,,아시아,Philippines,필리핀,"Taytay Airport, Sandoval Airport"
Tbilisi International Airport,트빌리시 국제공항 ,TBS,UGTB,유럽,Georgia,조지아,Tbilisi
Te Anau Manapouri Airport,마나푸리 공항,TEU,NZMO,대양주,New Zealand,뉴질랜드,Te Anau
Tebessa Airport,테싸 공항,TEE,DABS,아프리카,Algeria,알제리,Tebessa
Tefe Mayor Orlando Marinho Airport,테페 공항,TFF,SBTF,중남미,Brazil,브라질,Tefe
Tegucigalpa Toncontin International Airport,통꼰틴 공항,TGU,MHTG,중남미,Honduras,온두라스,Tegucigalpa
Tehran Imam Khomeini International Airport,아맘 호메이티 국제공항,IKA,OIIE,중동,Iran,이란,Tehran
Tehran Mehrabad Airport,메드라밧 국제공항,THR,OIII,중동,Iran,이란,Tehran
Tehuacan National Airport,테후카 공항,TCN,MMHC,중남미,Mexico,멕시코,Tehuacan
Teixeira de Freitas Airport,테이셰이라 데 프라이타스 공항,TXF,,중남미,Brazil,브라질,Teixeira De Freitas
Tekirdag Corlu Ataturk Airport,코르루 공항  ,TEQ,LTBU,유럽,Turkey,터키,Tekirdag
Tel Aviv Ben Gurion International Airport,반구리온 국제공항,TLV,LLBG,중동,Israel,이스라엘,Tel Aviv Yafo / Tel Aviv
Tela Airport,텔라 공항,TEA,MHTE,중남미,Honduras,온두라스,Tela
Teller Airport,텔러 공항,TLA,,북미,United States of America,미국,Teller
Telluride Regional Airport,텔룩리드 지역공항,TEX,KTEX,북미,United States of America,미국,Telluride
Telupid Airport,텔루피드 공항,TEL,WBKE,아시아,Malaysia,말레이시아,Telupid
Temuco La Araucania International Airport,마퀘후에 공항,ZCO,SCQP,중남미,Chile,칠레,Temuco
Tenakee Springs Sea Plane Base,테나키 스프링스 해상 비행기 기지,TKE,,북미,United States of America,미국,Tenakee Springs
Tengchong Tuofeng Airport,텅충 투공 공항,TCZ,ZUTC,아시아,China,중국,Tenchong County
Tenerife-Norte Airport,노르테 로스 로데오스 공항,TFN,GCXO,유럽,Spain,스페인,Tenerife
Tenerife-Sur Airport,쉬흐 라이나 소피아 공항  ,TFS,GCTS,유럽,Spain,스페인,Tenerife
Tennant Creek Airport,테넌트크릭 공항,TCA,YTNK,대양주,Australia,오스트레일리아,Tennant Creek
Tepic Airport,아마도 네르보 내셔널 공항,TPQ,MMEP,중남미,Mexico,멕시코,Tepic
Terceira Lajes Airport,라예즈 공항,TER,LPLA,유럽,Portugal,포르투갈,Terceira Island
Tirinkot Airport,테란 공항,TII,OATN,중동,Afghanistan,아프카니스탄,Tereen
Teresina Senador Petronio Portella Airport,세나됴 페트로니오 포르텔라 공항,THE,SBTE,중남미,Brazil,브라질,Teresina
Rio Hondo Airport,리오 혼도 공항,RHD,SANR,중남미,Argentina,아르헨티나,Termas de Rio Hondo
Termez Airport,테르메스 공항,TMJ,UTST,아시아,Uzbekistan,우즈베키스탄,Termez
Ternate Babullah Airport,바둘라 공항,TTE,WAEE,아시아,Indonesia,인도네시아,Ternate
Ternopil Airport,테르노필 공항,,UKLT,유럽,Ukraine,우크라이나,Ternopol
Terrace-Kitimat Northwest Regional Airport,테라스 공항,YXT,CYXT,북미,Canada,캐나다,Terrace
Terre Haute Regional Airport,훌먼 필드 공항,HUF,KHUF,북미,United States of America,미국,Terre Haute
Teruel Airport,테루엘 공항,TEV,LETL,유럽,Spain,스페인,Teruel
Tete Matundo Chingozi Airport,마툰도 공항  ,TET,FQTT,아프리카,Mozambique,모잠비크,Tete
Tete-A-La Baleine Airport,테트아라 베일린 공항,ZTB,,북미,Canada,캐나다,Tete-a-la-Baleine
Teterboro Airport,테터보로 공항,TEB,KTEB,북미,United States of America,미국,Teterboro
Tetouan Sania Ramel Airport,사니아 라멜 공항,TTU,GMTN,아프리카,Morocco,모로코,Tetouan
Gillies Bay Airport,텍사다 공항,YGB,,북미,Canada,캐나다,Texada
Texarkana Regional Airport,텍사카나 지역공항,TXK,KTXK,북미,United States of America,미국,Texarkana
Tezpur Salonibari Airport,테즈퍼 공항 ,TEZ,VETZ,아시아,India,인도,Tezpur
Tezu Airport,테즈 공항,TEI,VETJ,아시아,India,인도,Tezu
Thandwe Airport,탄드베 공항,SNW,VYTD,아시아,Myanmar,버마,Thandwe
Thangool Airport,탄굴 공항,THG,YTNG,대양주,Australia,오스트레일리아,Thangool
Thargomindah Airport,타르고민다 공항,XTG,YTGM,대양주,Australia,오스트레일리아,Thargomindah
New Bight Airport,뉴베이 공항,TBI,MYCB,중남미,Bahamas,바하마,The Bight
The Pas Airport,더파스 공항,YQD,CYQD,북미,Canada,캐나다,The Pas
Anguilla Clayton J. Lloyd International Airport,월블레이크 공항,AXA,TQPF,중남미,Anguilla,앵귈라,The Valley
Thessaloniki Makedonia Airport,테살로니키 국제공항 ,SKG,LGTS,유럽,Greece,그리스,Thessaloniki
Thief River Falls Regional Airport,도둑 강 폭포 리저널 공항,TVF,KTVF,북미,United States of America,미국,Thief River Falls
Thiruvananthapuram Trivandrum International Airport,트리반드럼 국제공항,TRV,VOTV,아시아,India,인도,Thiruvananthapuram
Thompson Airport,톰슨 공항,YTH,CYTH,북미,Canada,캐나다,Thompson
Tuticorin Airport,투티코린 공항,TCR,VOTK,아시아,India,인도,Thoothukudi
Thorne Bay Airport,손베이 공항,KTB,,북미,United States of America,미국,Thorne Bay
Thorshofn Airport,토쇼픈 공항,THO,BITN,유럽,Iceland,아이슬란드,Thorshofn
Thunder Bay International Airport,썬더베이 국제공항,YQT,CYQT,북미,Canada,캐나다,Thunder Bay
Tiakur Jos Orna Imsula Airport,티아쿠르 조스 오르나 임술라 공항,JIO,WAPM,아시아,Indonesia,인도네시아,Tiakur
Tianjin Binhai International Airport,톈진  빈하이 국제공항,TSN,ZBTJ,아시아,China,중국,Tianjin
Tianshui Maijishan Airport,톈수이 마이지산 공항,THQ,ZLTS,아시아,China,중국,Tianshui
Tiaret Bouchekif Airport,부체키프 공항,TID,DAOB,아프리카,Algeria,알제리,Tiaret
Tijuana Rodriguez Airport,티후아나 국제공항 ,TIJ,MMTJ,중남미,Mexico,멕시코,Tijuana
Tikehau Atoll Airport,타케하우 공항,TIH,NTGC,대양주,French Polynesia,프랑스령폴리네시아,Tikehau
